DeviceSerial;Name1;Name2;DevicePositionID;StatusID;ExternalRef
7970292;DISPOSED DEVICES;NULL;NULL;NULL;NULL
7970132;DISPOSED DEVICES;NULL;NULL;NULL;NULL
7970136;DISPOSED DEVICES;NULL;NULL;NULL;NULL
7970140;DISPOSED DEVICES;NULL;NULL;NULL;NULL
7549312;DISPOSED DEVICES;NULL;NULL;NULL;NULL
7970040;DISPOSED DEVICES;NULL;NULL;NULL;NULL
7970044;DISPOSED DEVICES;NULL;NULL;NULL;NULL
7970048;DISPOSED DEVICES;NULL;NULL;NULL;NULL
7531392;DISPOSED DEVICES;NULL;NULL;NULL;NULL
7531520;DISPOSED DEVICES;NULL;NULL;NULL;NULL
7548608;DISPOSED DEVICES;NULL;NULL;NULL;NULL
7548612;DISPOSED DEVICES;NULL;NULL;NULL;NULL
7548624;DISPOSED DEVICES;NULL;NULL;NULL;NULL
7548636;DISPOSED DEVICES;NULL;NULL;NULL;NULL
7548652;DISPOSED DEVICES;NULL;NULL;NULL;NULL
7549260;DISPOSED DEVICES;NULL;NULL;NULL;NULL
7549264;DISPOSED DEVICES;NULL;NULL;NULL;NULL
7549272;DISPOSED DEVICES;NULL;NULL;NULL;NULL
7549284;DISPOSED DEVICES;NULL;NULL;NULL;NULL
7970724;DISPOSED DEVICES;NULL;NULL;NULL;NULL
7970728;DISPOSED DEVICES;NULL;NULL;NULL;NULL
7970760;DISPOSED DEVICES;NULL;NULL;NULL;NULL
7970764;DISPOSED DEVICES;NULL;NULL;NULL;NULL
7970768;DISPOSED DEVICES;NULL;NULL;NULL;NULL
7970772;DISPOSED DEVICES;NULL;NULL;NULL;NULL
7970776;DISPOSED DEVICES;NULL;NULL;NULL;NULL
7970780;DISPOSED DEVICES;NULL;NULL;NULL;NULL
7970784;DISPOSED DEVICES;NULL;NULL;NULL;NULL
7970792;DISPOSED DEVICES;NULL;NULL;NULL;NULL
7970796;DISPOSED DEVICES;NULL;NULL;NULL;NULL
7970800;DISPOSED DEVICES;NULL;NULL;NULL;NULL
7970736;DISPOSED DEVICES;NULL;NULL;NULL;NULL
7970740;DISPOSED DEVICES;NULL;NULL;NULL;NULL
7970744;DISPOSED DEVICES;NULL;NULL;NULL;NULL
7970748;DISPOSED DEVICES;NULL;NULL;NULL;NULL
7970716;DISPOSED DEVICES;NULL;NULL;NULL;NULL
7970504;DISPOSED DEVICES;NULL;NULL;NULL;NULL
7970508;DISPOSED DEVICES;NULL;NULL;NULL;NULL
7970572;DISPOSED DEVICES;NULL;NULL;NULL;NULL
7970576;DISPOSED DEVICES;NULL;NULL;NULL;NULL
7970584;DISPOSED DEVICES;NULL;NULL;NULL;NULL
7970588;DISPOSED DEVICES;NULL;NULL;NULL;NULL
7970592;DISPOSED DEVICES;NULL;NULL;NULL;NULL
7970600;DISPOSED DEVICES;NULL;NULL;NULL;NULL
7970608;DISPOSED DEVICES;NULL;NULL;NULL;NULL
7970616;DISPOSED DEVICES;NULL;NULL;NULL;NULL
7970632;DISPOSED DEVICES;NULL;NULL;NULL;NULL
7970636;DISPOSED DEVICES;NULL;NULL;NULL;NULL
7970640;DISPOSED DEVICES;NULL;NULL;NULL;NULL
7970644;DISPOSED DEVICES;NULL;NULL;NULL;NULL
7970648;DISPOSED DEVICES;NULL;NULL;NULL;NULL
7970652;DISPOSED DEVICES;NULL;NULL;NULL;NULL
7970656;DISPOSED DEVICES;NULL;NULL;NULL;NULL
7970660;DISPOSED DEVICES;NULL;NULL;NULL;NULL
7970664;DISPOSED DEVICES;NULL;NULL;NULL;NULL
7970672;DISPOSED DEVICES;NULL;NULL;NULL;NULL
7970676;DISPOSED DEVICES;NULL;NULL;NULL;NULL
7970680;DISPOSED DEVICES;NULL;NULL;NULL;NULL
7970684;DISPOSED DEVICES;NULL;NULL;NULL;NULL
7970688;DISPOSED DEVICES;NULL;NULL;NULL;NULL
7970692;DISPOSED DEVICES;NULL;NULL;NULL;NULL
7970696;DISPOSED DEVICES;NULL;NULL;NULL;NULL
7970540;DISPOSED DEVICES;NULL;NULL;NULL;NULL
7970548;DISPOSED DEVICES;NULL;NULL;NULL;NULL
7970552;DISPOSED DEVICES;NULL;NULL;NULL;NULL
7970556;DISPOSED DEVICES;NULL;NULL;NULL;NULL
7970560;DISPOSED DEVICES;NULL;NULL;NULL;NULL
7970532;DISPOSED DEVICES;NULL;NULL;NULL;NULL
7970492;DISPOSED DEVICES;NULL;NULL;NULL;NULL
7970496;DISPOSED DEVICES;NULL;NULL;NULL;NULL
7970308;DISPOSED DEVICES;NULL;NULL;NULL;NULL
7970324;DISPOSED DEVICES;NULL;NULL;NULL;NULL
7970328;DISPOSED DEVICES;NULL;NULL;NULL;NULL
7970384;DISPOSED DEVICES;NULL;NULL;NULL;NULL
8496807;DISPOSED DEVICES;NULL;NULL;NULL;NULL
7230096;DISPOSED DEVICES;7230096 Damaged;10;5;7230096 Damaged
7279410;DISPOSED DEVICES;7279410;10;5;7279410
7415020;DISPOSED DEVICES;7415020;2;5;7415020
7466569;DISPOSED DEVICES;7466569 Damaged;10;5;7466569 Damaged
7466578;DISPOSED DEVICES;7466578 Damaged;10;5;7466578 Damaged
7531516;DISPOSED DEVICES;7531516;10;5;7531516
7540954;DISPOSED DEVICES;7540954 Damaged;10;5;7540954 Damaged
7540973;DISPOSED DEVICES;7540973 GEO DEVICE;10;5;7540973 GEO DEVICE
7541065;DISPOSED DEVICES;7541065 Damaged;10;5;7541065 Damaged
7549288;DISPOSED DEVICES;7549288;10;5;7549288
7970580;DISPOSED DEVICES;7970580;1;NULL;7970580
8090698;DISPOSED DEVICES;8090698;10;5;8090698
8090704;DISPOSED DEVICES;8090704;10;5;8090704
8090717;DISPOSED DEVICES;8090717 GEO DEVICE;10;5;8090717 GEO DEVICE
8090919;DISPOSED DEVICES;8090919 DAMAGED;10;5;8090919 DAMAGED
8091132;DISPOSED DEVICES;8091132;10;5;8091132
8093058;DISPOSED DEVICES;8093058;10;NULL;8093058
8093275;DISPOSED DEVICES;8093275;2;NULL;8093275
8094289;DISPOSED DEVICES;8094289;10;5;8094289
8094338;DISPOSED DEVICES;8094338;10;5;8094338
8095132;DISPOSED DEVICES;8095132;1;NULL;8095132
8095220;DISPOSED DEVICES;8095220;2;NULL;8095220
8095246;DISPOSED DEVICES;8095246;10;5;8095246
8096104;DISPOSED DEVICES;8096104;10;5;8096104
8096136;DISPOSED DEVICES;8096136;1;NULL;8096136
8097091;DISPOSED DEVICES;8097091;10;5;8097091
8097123;DISPOSED DEVICES;8097123;10;5;8097123
8097449;DISPOSED DEVICES;8097449;10;5;8097449
8097933;DISPOSED DEVICES;8097933;10;5;8097933
8097937;DISPOSED DEVICES;8097937;10;5;8097937
8098151;DISPOSED DEVICES;8098151;10;5;8098151
8099132;DISPOSED DEVICES;8099132;10;5;8099132
8099403;DISPOSED DEVICES;8099403;10;5;8099403
8100415;DISPOSED DEVICES;8100415;10;NULL;8100415
8100569;DISPOSED DEVICES;8100569;10;5;8100569
8100613;DISPOSED DEVICES;8100613;10;NULL;8100613
8100652;DISPOSED DEVICES;8100652;10;5;8100652
8100743;DISPOSED DEVICES;8100743;10;5;8100743
8101067;DISPOSED DEVICES;8101067;10;5;8101067
8101369;DISPOSED DEVICES;8101369 Damaged;10;5;8101369 Damaged
8101386;DISPOSED DEVICES;8101386;10;5;8101386
8102080;DISPOSED DEVICES;8102080 Damaged;10;5;8102080 Damaged
8102154;DISPOSED DEVICES;8102154;10;5;8102154
8102453;DISPOSED DEVICES;8102453;10;5;8102453
8102595;DISPOSED DEVICES;8102595 GEO DEVICE;10;5;8102595 GEO DEVICE
8102597;DISPOSED DEVICES;8102597;1;5;8102597
8102623;DISPOSED DEVICES;8102623;10;5;8102623
8103021;DISPOSED DEVICES;8103021;10;5;8103021
8103033;DISPOSED DEVICES;8103033 GEO DEVICE;10;5;8103033 GEO DEVICE
8103040;DISPOSED DEVICES;8103040;10;5;8103040
8103344;DISPOSED DEVICES;8103344;10;5;8103344
8104595;DISPOSED DEVICES;8104595;10;5;8104595
8104596;DISPOSED DEVICES;8104596;10;5;8104596
8104635;DISPOSED DEVICES;8104635;1;5;8104635
8104636;DISPOSED DEVICES;8104636;10;5;8104636
8106218;DISPOSED DEVICES;8106218;1;4;8106218
8108422;DISPOSED DEVICES;8108422;1;5;8108422
8108574;DISPOSED DEVICES;8108574;10;5;8108574
8108601;DISPOSED DEVICES;8108601;10;5;8108601
8108618;DISPOSED DEVICES;8108618 GEO DEVICE;10;5;8108618 GEO DEVICE
8108881;DISPOSED DEVICES;8108881;10;5;8108881
8109044;DISPOSED DEVICES;8109044 (ABPSH12298);10;5;8109044 (ABPSH12298)
8109235;DISPOSED DEVICES;8109235;10;5;8109235
8109297;DISPOSED DEVICES;8109297;10;5;8109297
8109312;DISPOSED DEVICES;8109312;10;5;8109312
8109342;DISPOSED DEVICES;8109342;10;5;8109342
8110002;DISPOSED DEVICES;8110002;10;5;8110002
8110065;DISPOSED DEVICES;8110065;10;5;8110065
8110364;DISPOSED DEVICES;8110364;10;5;8110364
8110461;DISPOSED DEVICES;8110461;10;5;8110461
8110604;DISPOSED DEVICES;8110604 GEO;10;5;8110604 GEO
8110609;DISPOSED DEVICES;8110609 GEO DEVICE;10;5;8110609 GEO DEVICE
8110746;DISPOSED DEVICES;8110746;10;5;8110746
8110767;DISPOSED DEVICES;8110767 FAULTY GEO;10;5;8110767 FAULTY GEO
8110781;DISPOSED DEVICES;8110781 GEO DEVICE;10;5;8110781 GEO DEVICE
8110827;DISPOSED DEVICES;8110827 DAMAGED;10;5;8110827 DAMAGED
8110871;DISPOSED DEVICES;8110871;10;5;8110871
8111099;DISPOSED DEVICES;8111099 DAMAGED;10;5;8111099 DAMAGED
8111113;DISPOSED DEVICES;8111113;10;5;8111113
8111126;DISPOSED DEVICES;8111126;1;5;8111126
8111132;DISPOSED DEVICES;8111132;10;5;8111132
8111224;DISPOSED DEVICES;8111224;10;5;8111224
8111368;DISPOSED DEVICES;8111368;10;5;8111368
8111400;DISPOSED DEVICES;8111400;10;5;8111400
8111447;DISPOSED DEVICES;8111447;1;5;8111447
8111458;DISPOSED DEVICES;8111458;2;5;8111458
7970564;DISPOSED DEVICES;CPT49;1;NULL;CPT49
8101043;DISPOSED DEVICES;CPT8237-FAULTY LOCK;2;NULL;CPT8237-FAULTY LOCK
8097109;DISPOSED DEVICES;DAMAGED DEVICE;10;5;DAMAGED DEVICE
8110699;DISPOSED DEVICES;FAULTY;10;5;FAULTY
8101293;DISPOSED DEVICES;GEO7597188;2;5;GEO7597188
8102262;DISPOSED DEVICES;GEO7597188D;1;5;GEO7597188D
8094232;DISPOSED DEVICES;GEO7597216D;1;5;GEO7597216D
8100386;DISPOSED DEVICES;PMBD719-CHANGE;2;NULL;PMBD719-CHANGE
8095462;DISPOSED DEVICES;PMBR737 - CHANGE;2;NULL;PMBR737 - CHANGE
8103048;DISPOSED DEVICES;POLFY45D - CHANGE;1;NULL;POLFY45D - CHANGE
8096122;DISPOSED DEVICES;PTA4282D;1;4;PTA4282D
7531404;DISPOSED DEVICES;RMC1234D;1;4;RMC1234D
7531388;DISPOSED DEVICES;TEST1234D;1;4;TEST1234D
8099693;BOCHUM PLAZA;POLD506;2;4;D506
8090699;BOCHUM PLAZA;POLD506D;1;4;D506D
8111582;EUPHOBIA;POLL887;2;4;L887
8111563;EUPHOBIA;POLL887D;1;4;L887D
8112103;MKUZE DDU;RCB6188178D;1;4;6188178D
8109013;BOXER EPHONDWENI;RCBT765;2;4;T765
7541085;BOXER EPHONDWENI;RCBT765D;1;4;T765D
8110209;AFRICAN BANK MAMS MALL;PTA001288;2;4;001288
8108462;AFRICAN BANK MAMS MALL;PTA001288D;1;4;001288D
8112090;AFRICAN BANK ATTRIGEVILLE;PTA012791;2;4;012791
8112137;AFRICAN BANK ATTRIGEVILLE;PTA012791D;1;4;012791D
8106869;POPCORN VALLEY;ABKEM11947;2;4;11947
8109408;POPCORN VALLEY;ABKEM11947D;1;4;11947D
8098531;PNP VAAL MALL;ABVER13961;2;4;13961
8109997;PNIEL;CPT6969135;2;4;6969135
8110696;PNIEL;CPT6969135D;1;4;6969135D
8101723;STONHAVEN-NOTTINGHAM ROAD;PMB7541195;2;4;7541195
8110360;STONHAVEN-NOTTINGHAM ROAD;PMB7541195D;1;4;7541195D
8090716;MARONE;NELK687;2;4;K687
8110119;MARONE;NELK687D;1;4;K687D
8096671;BOCHUM CASH N CARRY;POLT573;2;4;T573
8109431;BOCHUM CASH N CARRY;POLT573D;1;4;T573D
8110530;BOXER UITVAL;NCSDG04;2;4;DG04
8110030;BOXER UITVAL;NCSDG04D;1;4;DG04D
8109190;BEDFORD CENTRE;ABKEM9182D;1;4;9182D
8108292;DE BRON SHOPPING CENTRE MALMESBURY;CPT6969143;2;4;6969143
8109986;DE BRON SHOPPING CENTRE MALMESBURY;CPT6969143D;1;4;6969143D
8102526;GRABOUW OFF-SITE;CPTG518;2;4;G518
8093299;GRABOUW OFF-SITE;CPTG518D;1;4;G518D
8110460;TONGA MALL;NEL6186223;2;4;6186223
8114636;TONGA MALL;NEL6186223D;1;4;6186223D
8114507;HARTENBOS SEAFRONT;GEO6969144;2;4;6969144
8114655;HARTENBOS SEAFRONT;GEO6969144D;1;4;6969144D
8109543;SHOPRITE PAULPIETERS;NCS7541199;2;4;NCS7541199
8109549;SHOPRITE PAULPIETERS;NCS7541199D;1;4;7541199D
8093252;VILIERS DORP;CPTN071;2;4;N071
8095414;VILIERS DORP;CPTN071D;1;4;N071D
7541019;SHOPRITE PAULPIETERS;NCSP327;2;4;P327
8113661;SHOPRITE PAULPIETERS;NCSP327D;1;4;P327D
8107009;BOXER MTHATHA 2;MTH08822165;2;4;08822165
8106976;BOXER MTHATHA 2;MTH08822165D;1;4;08822165D
8108976;CAMBRIDGE FOODS;PMB7541206;2;4;7541206
8090693;JUMBO PSH;PSHQ499;2;4;Q499
8090733;TONGA MALL;NEL6186175;2;4;6186175
8107090;TONGA MALL;NEL6186175D;1;4;6186175D
8108982;MUSINA MALL LTT;LTT06186294;2;4;06186294
8108992;MUSINA MALL LTT;LTT06186294D;1;4;06186294D
8109957;BOXER MARKET;RCBW659;2;4;W659
8108471;BOXER MARKET;RCBW659D;1;4;W659D
8109936;MULTISAVE WITPOORTJIE;JHBR118;2;4;R118
8108319;TOTAL MADLANDUNA;PMBT184;2;4;T184
8108304;TOTAL MADLANDUNA;PMBT184D;1;4;T184D
8110374;PHOLA MALL;ABWIT11223D;1;4;11223D
8114367;SHOPRITE CASTEEL;NELGJ66;2;4;GJ66
8114365;SHOPRITE CASTEEL;NELGJ66D;1;4;GJ66D
8110132;PNP MALL OF THE NORTH;ABPOL12724;2;4;12724
8108505;OK VALUE SUPERMARKET;PMB07541204;2;4;07541204
8111233;O R TAMBO;UBKLD90705;2;4;90705
8108547;O R TAMBO;UBKLD90705D;1;4;90705D
8109213;O R TAMBO;UBKLD90707;2;4;90707
8109155;TARS WATERVAAL BOVEN;NEL6148186;2;4;6148186
8108337;TARS WATERVAAL BOVEN;NEL6148186D;1;4;6148186D
8102092;U SAVE WATERVAAL BOVEN;NEL6186221;2;4;6186221
8110564;U SAVE WATERVAAL BOVEN;NEL6186221D;1;4;6186221D
8109195;TSHILAMBA MALL;LTTT186;2;4;T186
8110511;TSHILAMBA MALL;LTTT186D;1;4;T186D
8111053;PARK STATION AFRICAN BANK;JHB11264;2;4;11264
8110822;PARK STATION AFRICAN BANK;JHB11264D;1;4;11264D
8111570;PARK STATION AFRICAN BANK;JHB21264;2;4;21264
8110081;MASCOR MALELANI CALTEX;NEL6148207;2;4;6148207
8110089;MASCOR MALELANI CALTEX;NEL6148207D;1;4;6148207D
8110386;GREENDALE SPAR;PMBBS52;2;4;BS52
8108889;SHELL KHONZINKOSI SPAR EXPRESS;PMB07541203;2;4;07541203
8109344;SHELL KHONZINKOSI SPAR EXPRESS;PMB07541203D;1;4;07541203D
8102736;BOXER BUILD FLAGSTAFF;PSHCS56;2;4;PSHCS56
8103705;BOXER MATATIELE;PSHX202;2;4;PSHX202
8109314;BOXER MATATIELE;PSHX202D;1;4;PSHX202D
8111337;BOXER HARDING;PSHP860;2;4;PSHP860
8111336;BOXER HARDING;PSHP860D;1;4;P860D
8111594;ISHONGWE CENTRE;RCBQ702;2;4;Q702
8111544;ISHONGWE CENTRE;RCBQ702D;1;4;Q702D
8109037;WHALECOAST HERMANUS;CPTK557;2;4;K557
8110329;WHALECOAST HERMANUS;CPTK557D;1;4;K557D
8094783;WILLOW CORNER;KEMDC15;2;4;DC15
8109896;WILLOW CORNER;KEMDC15D;1;4;DC15D
8111561;WILLOWBROOKE SQAURE;KEML918;2;4;L918
8110001;WILLOWBROOKE SQAURE;KEML918D;1;4;L918D
8111044;MASHININI BOTTLE STORE;KEMGJ71;2;4;GJ71
8111118;MASHININI BOTTLE STORE;KEMGJ71D;1;4;GJ71D
8108336;SHOPRITE HEIDELBERG;KEMG968;2;4;G968
8108263;SHOPRITE HEIDELBERG;KEMG968D;1;4;G968D
8113117;RATANDA SHOPPING CENTRE;KEMCG64;2;4;CG64
8113103;RATANDA SHOPPING CENTRE;KEMCG64D;1;4;CG64D
8111396;SPAR FARRYVALE;KEMGL99;2;4;GL99
8111539;SPAR FARRYVALE;KEMGL99D;1;4;GL99D
8111572;VICTORIAN SQUARE;KEMBB35;2;4;BB35
8111589;VICTORIAN SQUARE;KEMBB35D;1;4;BB35D
8108533;TSHILAMBA MALL;LTT06186310;2;4;06186310
8110373;TSHILAMBA MALL;LTT06186310D;1;4;06186310D
8111452;PHOLA PARK;WITP104;2;4;TP104
8111588;PHOLA PARK;WITP104D;1;4;P104D
8110323;CHECKERS GORDONS BAY;ABBRA11170D;1;4;11170D
8111220;FOCHVILLE;VER90117;2;4;90117
8111569;FOCHVILLE;VER90117D;1;4;90117D
8111449;HILLSIDE CENTRE;PMB7541209;2;4;7541209
8111442;HILLSIDE CENTRE;PMB7541209D;1;4;7541209D
8104937;MONTE CASINO BIG SIDE;JHB5809202D;1;4;5809202D
8110400;MONTE CASINO;JHB5809200;2;4;B5809200
8109221;MONTE CASINO;JHB5809200D;1;4;5809200D
8110874;MONTE CASINO;JHB5809201;2;4;5809201
8110055;MONTE CASINO;JHB5809203;2;4;5809203
8113032;MONTE CASINO;JHB5809204;2;4;5809204
8113197;MONTE CASINO;JHB5809205;2;4;5809205
8113762;EKURHULENI RATES HALL;KEMVF02;2;4;VF02
8109952;OK ALBERTINIA;GEOCP53;2;4;CP53
8109157;OK ALBERTINIA;GEOCP53D;1;4;CP53D
8109866;THULAMAHASHI;NELCT73D;1;4;CT73D
8101185;MLANJE;UBRTB90406;2;4;90406
8101862;MLANJE;UBRTB90406D;1;4;90406D
8113043;BOXER BHAMSHELA;PMBT399;2;4;T399
8113044;BOXER BHAMSHELA;PMBT399D;1;4;T399D
8097075;TERRA NOVA MALL;WITGK58;2;4;GK58
7466568;TERRA NOVA MALL;WITGK58D;1;4;GK58D
8111066;ALBERTINIA DIENSSTASIE;GEO07597005;2;4;07597005
8109981;ALBERTINIA DIENSSTASIE;GEO07597005D;1;4;07597005D
8097052;PNP SEGFIELD;GEO6969204;2;4;6969204
8093459;PNP SEGFIELD;GEO6969204D;1;4;6969204D
8101147;SPAR OGIES DDU;WITD294;2;4;D294
8108993;SPAR OGIES DDU;WITD294D;1;4;D294D
8110286;ZEBEDIELA PLAZA;ABPOL90243D;1;4;90243D
8112543;SHORITE DE DOORNS;CPTV213;2;4;V213
8109927;SHORITE DE DOORNS;CPTV213D;1;4;V213D
8111366;SHERWOOD CENTRE;PMB7541211;2;4;7541211
8109978;SHERWOOD CENTRE;PMB7541211D;1;4;7541211D
8110221;WAYSIDE HOTEL;ESLS374;2;4;S374
8109292;WAYSIDE HOTEL;ESLS374D;1;4;S374D
8113099;NEDBANK U SAVE;LTTV177;2;4;V177
8110754;NEDBANK U SAVE;LTTV177D;1;4;V177D
8107060;MANDALAY SHOPPING CENTER;ABCPT90562D;1;4;90562D
8108488;WESTONARIA BRANCH;VER93101;2;4;93101
8109294;WESTONARIA BRANCH;VER93101D;1;4;93101D
8109851;HARBOUR BAY;ABGWD91125D;1;4;91125D
8110066;ENGEN HILLSIDE;ABCPT13828D;1;4;13828D
8111333;BOXER HAMMERSDALE 3;PMBV550;2;4;V550
8111332;BOXER HAMMERSDALE 3;PMBV550D;1;4;V550D
8111054;MARSH ROSE;CPT6969252;2;4;6969252
8110922;MARSH ROSE;CPT6969252D;1;4;6969252D
8100907;SHELL SENTRA MOTORS 1 ;ABCPT8673D;1;4;8673D
8107022;PICK N PAY GROOTBRAK;GEO06969251;2;4;06969251
8090724;PICK N PAY GROOTBRAK;GEO06969251D;1;4;06969251D
8110337;PICK N PAY HYPER OTTERY;ABCPT11620D;1;4;11620D
8111067;KUTLWANONG;UBWKM90613;2;4;90613
8108265;KUTLWANONG;UBWKM90613D;1;4;90613D
8110935;TIBANE SHOPPING CENTRE;POLCR66;2;4;CR66
8110348;TIBANE SHOPPING CENTRE;POLCR66D;1;4;CR66D
8109813;SHELL FERREIRA;ABCPT10203D;1;4;10203D
8111085;BOXER BERGVILLE;NCSX118;2;4;X118
8111433;BOXER BERGVILLE;NCSX118D;1;4;X118D
8111048;BRITS MALL;RTBC506;2;4;C506
8110906;BRITS MALL;RTBC506D;1;4;C506D
8111074;MAGALIES MALL DDU;RTBCH65;2;4;CH65
8111051;MAGALIES MALL DDU;RTBCH65D;1;4;CH65D
8109546;BOXER BRITS;RTBCT72;2;4;CT72
8108535;BOXER BRITS;RTBCT72D;1;4;CT72D
8114398;PANORAMA SPAR;RTBDT76;2;4;DT76
8111414;PANORAMA SPAR;RTBDT76D;1;4;DT76D
8111399;BTITS TAXI;RTBF835;2;4;F835
8111457;BTITS TAXI;RTBF835D;1;4;F835D
8108550;KE YA RONA;RTBFD93;2;4;FD93
8108256;KE YA RONA;RTBFD93D;1;4;FD93D
8110398;MOOI NOOI 1;RTBFD98;2;4;FD98
8108522;MOOI NOOI 1;RTBFD98D;1;4;FD98D
8110258;MOOI NOOI 2;RTBFD99;2;4;FD99
8110959;SHOPRITE MARIKANA;RTBFZ18;2;4;FZ18
8110967;SHOPRITE MARIKANA;RTBFZ18D;1;4;FZ18D
8111189;SEBIDA PLAZA;RTBDJ52;2;4;DJ52
8110385;SEBIDA PLAZA;RTBDJ52D;1;4;DJ52D
8111469;LETHLABILE SQUARE;RTBF356;2;4;F356
8110416;LETHLABILE SQUARE;RTBF356D;1;4;F356D
8111438;LETHLABILE MALL;RTBJ477;2;4;J477
8111471;LETHLABILE MALL;RTBJ477D;1;4;J477D
8111424;MOUNTAIN LAKE CENTRE;RTBR087;2;4;R087
8111064;DAMDORYN;RTBW161;2;4;W161
8111474;DAMDORYN;RTBW161D;1;4;W161D
8111423;BOXER MARIKANA DDU;RTBDC08;2;4;DC08
8110491;BOXER MARIKANA DDU;RTBDC08D;1;4;DC08D
8111008;MAHLAKUNG SHOPPING CENTRE;POLX098;2;4;X098
8111279;MAHLAKUNG SHOPPING CENTRE;POLX098D;1;4;X098D
8109822;ENGEN ZEVENWACHT;ABCPT90091D;1;4;90091D
8111574;THULAMAHASHE MALL;NELY854;2;4;Y854
8111591;THULAMAHASHE MALL;NELY854D;1;4;Y854D
8111422;THULAMAHASHE MALL;NEL6186230;2;4;6186230
8111590;THULAMAHASHE MALL;NEL6186230D;1;4;6186230D
8109836;KENTANI VILLAGE;ESL07593170;2;4;07593170
8108936;KENTANI VILLAGE;ESL07593170D;1;4;07593170D
8110068;LITHA MALL;ABCPT8579;2;4;8579
8114284;DOLPHIN CENTRE ST LUCIA;RCBZ135;2;4;Z135
8111426;DOLPHIN CENTRE ST LUCIA;RCBZ135D;1;4;Z135D
8110936;U BANK WILLOWVALE;MTH71103;2;4;71103
8111454;U BANK WILLOWVALE;MTH71103D;1;4;71103D
8111078;U BANK MT AYLIFF;MTH71102;2;4;71102
8111077;U BANK MT AYLIFF;MTH71102D;1;4;71102D
8110930;ARCONHOEK MALL;NELZ658;2;4;Z658
8110921;ARCONHOEK MALL;NELZ658D;1;4;Z658D
8094347;SPAR CENTANI;ESL71104;2;4;71104
8110737;SPAR CENTANI;ESL71104D;1;4;71104D
8111436;TOTAL GARAGE BIZANA;PSH8822181;2;4;8822181
8111357;TOTAL GARAGE BIZANA;PSH8822181D;1;4;8822181D
8109875;SPAR VRYHEID;NCSBL96;2;4;BL96
8111467;SPAR VRYHEID;NCSBL96D;1;4;BL96D
8110813;BOXER VRYHEID;NCSD532;2;4;D532
8108877;BOXER VRYHEID;NCSD532D;1;4;D532D
8111072;BOXER VRYHEID 2;NCSGK56;2;4;GK56
8111382;PICK N PAY VRYHEID;NCSR189;2;4;R189
8111384;PICK N PAY VRYHEID;NCSR189D;1;4;R189D
8111394;WINDIEN GARAGE WINTERTON;NCSH590;2;4;H590
8111340;WINDIEN GARAGE WINTERTON;NCSH590D;1;4;H590D
8110231;HINTERLAND WINTERTON;NCSH652;2;4;H652
8111086;HINTERLAND WINTERTON;NCSH652D;1;4;H652D
8111445;BOXER LADY SMITH;NCSK998;2;4;K998
8111464;BERGVILLE MALL;NCSX234;2;4;X234
8111434;BERGVILLE MALL;NCSX234D;1;4;X234D
8110090;SPAR DUNDEE;NCSBL19;2;4;BL19
8109810;UTRECHT;NCSCQ90;2;4;CQ90
8111069;BOXER NQUTHU;NCSCT33;2;4;CT33
8108874;BOXER NQUTHU;NCSCT33D;1;4;CT33D
8111408;BOXER DUNDEE;NCSDP14;2;4;DP14
8111395;GLENCOE SPAR;NCSM818;2;4;M818
8111339;GLENCOE SPAR;NCSM818D;1;4;M818D
8109923;SECUNDA SHOPPING CENTRE;WIT70901;2;4;70901
8111473;SECUNDA SHOPPING CENTRE;WIT70901D;1;4;70901D
8111472;LIBODE;MTH71105;2;4;71105
8110924;LIBODE;MTH71105D;1;4;71105D
8111165;LYDENBURG;NEL71201;2;4;71201
8111371;LYDENBURG;NEL71201D;1;4;71201D
8109878;THABAZIMBI MALL;UBRTB70401;2;4;70401
8109984;THABAZIMBI MALL;UBRTB70401D;1;4;70401D
8111294;KANANA MALL;KLD70702;2;4;70702
8111006;KANANA MALL;KLD70702D;1;4;70702D
8110952;BOTLOKWA PLAZA;POL6186281;2;4;6186281
8110928;BOTLOKWA PLAZA;POL6186281D;1;4;6186281D
8110941;BOXER MT FLETCHER;PSHGG91;2;4;GG91
8110892;SHELL KROONDAL;RTBX922;2;4;X922
8110960;SHELL KROONDAL;RTBX922D;1;4;X922D
8110966;MOUTSE MALL;WITV306;2;4;V306
8110951;MOUTSE MALL;WITV306D;1;4;V306D
8110893;SASOL N17;WITY874;2;4;Y874
8110894;SASOL N17;WITY874D;1;4;Y874D
8113131;MOOI PLAZA;PMBS194;2;4;S194
8110993;MOOI PLAZA;PMBS194D;1;4;S194D
8111329;THABONG SHOPRITE;UBWKM70601;2;4;70601
8111448;THABONG SHOPRITE;UBWKM70601D;1;4;70601D
8103143;BOXER PINETOWN 2;DBNN240;2;4;N240
8110583; SASOL FERNGATE;ABMID11956D;1;4;11956D
8110897;BAYWEST MALL FOOD 1;ABPE90652D;1;4;90652D
8110048;ENGEN LEKAZI MOTORS;NEL6186231;2;4;6186231
8110033;ENGEN LEKAZI MOTORS;NEL6186231D;1;4;6186231D
8108521;EMBALENHLE BRANCH;WIT70902;2;4;70902
8108900;EMBALENHLE BRANCH;WIT70903;2;4;70903
8109346;EMBALENHLE BRANCH;WIT70903D;1;4;70903D
8108629;GA-KGAPANE STATION;POLY338;2;4;Y338
8108902;GA-KGAPANE STATION;POLY338D;1;4;Y338D
8108451;BOXER WESSELTON;NCS2448;2;4;2448
